"pitcher","game_year","clusters"
523989,2017,2
525768,2018,4
525768,2019,3
527048,2015,4
527048,2016,7
527048,2017,4
527048,2018,3
527048,2019,5
527048,2021,4
527054,2015,6
527054,2016,3
527054,2017,4
527054,2018,4
527054,2019,4
527054,2021,2
527055,2015,4
527055,2016,4
527055,2017,3
527055,2018,3
527055,2019,3
528748,2021,3
531565,2016,9
532077,2015,2
532077,2016,4
532077,2017,3
532077,2018,3
532077,2019,2
533167,2015,3
533167,2016,3
533167,2017,3
533167,2018,2
533167,2019,3
533167,2021,3
534606,2016,4
534606,2018,4
534627,2016,3
534737,2016,3
534812,2015,4
534812,2016,7
534812,2017,3
534812,2018,3
534812,2021,3
534910,2015,4
534910,2016,5
534910,2017,4
534910,2019,2
534910,2021,4
534947,2016,3
534947,2017,3
538506,2015,4
539438,2016,2
541640,2015,2
541640,2016,2
541640,2017,5
541640,2018,4
541640,2019,2
541640,2021,3
541650,2017,1
541650,2018,1
541650,2019,1
541650,2021,1
541652,2015,4
541652,2016,3
541652,2017,4
541652,2018,3
542194,2016,3
542194,2017,2
542225,2016,2
542266,2015,2
542289,2018,3
542326,2016,2
542432,2015,3
542432,2016,4
542432,2017,2
542432,2018,2
542585,2019,2
542585,2021,2
542587,2015,2
542587,2016,2
542609,2015,2
542609,2016,4
542669,2015,4
542674,2015,3
542674,2016,4
542866,2015,2
542866,2016,4
542866,2019,2
542881,2016,5
542881,2017,3
542881,2018,5
542881,2019,4
542881,2021,5
542882,2015,3
542882,2016,3
542882,2017,3
542882,2018,3
542882,2019,3
542882,2021,4
542884,2016,2
542888,2015,2
542888,2016,2
542888,2017,3
542888,2018,3
542888,2019,3
542888,2021,2
542914,2015,3
542914,2017,2
542914,2018,2
542914,2019,2
542914,2021,2
542923,2015,2
542924,2015,3
542924,2017,4
542924,2018,3
542946,2018,2
542947,2016,3
542947,2017,2
542947,2018,2
542947,2019,3
542947,2021,3
542953,2016,3
542953,2017,3
542953,2019,3
542960,2015,4
542960,2016,4
542960,2017,2
542960,2018,4
542960,2019,3
542960,2021,3
542963,2017,1
542992,2021,1
543001,2018,3
543001,2019,3
543017,2016,3
543017,2017,3
543022,2016,5
543022,2017,4
543022,2018,3
543022,2019,5
543022,2021,3
543031,2017,4
543031,2018,4
543037,2015,8
543037,2016,4
543037,2017,3
543037,2018,3
543037,2019,4
543037,2021,3
543045,2015,3
543045,2016,2
543045,2017,2
543045,2018,3
543045,2019,2
543045,2021,2
543054,2015,6
543054,2016,5
543054,2017,2
543056,2015,2
543056,2016,4
543056,2017,3
543056,2018,3
543056,2021,3
543089,2019,1
543094,2015,3
543101,2015,4
543101,2016,4
543101,2018,4
543101,2019,3
543101,2021,3
543118,2015,2
543118,2016,2
543118,2017,4
543118,2018,3
543118,2019,2
543135,2015,5
543135,2016,4
543135,2018,4
543135,2019,4
543135,2021,4
543144,2015,4
543144,2016,3
543144,2017,3
543144,2018,3
543148,2019,2
543169,2016,3
543169,2017,2
543169,2018,2
543169,2019,3
543184,2015,3
543184,2016,3
543193,2018,2
543193,2019,3
543195,2016,2
543208,2017,3
543208,2018,4
543208,2019,3
543219,2015,3
543219,2016,3
543219,2017,4
543219,2018,3
543219,2019,4
543238,2021,2
543242,2015,2
543242,2016,4
543243,2015,4
543243,2016,3
543243,2017,5
543243,2018,3
543243,2019,5
543243,2021,3
543258,2015,2
543258,2018,2
543258,2021,2
543261,2015,3
543261,2016,4
543261,2017,2
543272,2015,4
543272,2016,4
543272,2017,3
543272,2018,2
543272,2019,2
543272,2021,3
543278,2015,3
543278,2016,4
543278,2017,4
543278,2018,4
543278,2019,3
543278,2021,6
543294,2015,5
543294,2016,4
543294,2017,4
543294,2018,4
543294,2019,4
543294,2021,6
543331,2015,5
543331,2016,4
543331,2017,4
543331,2018,3
543334,2015,4
543334,2016,2
543334,2017,2
543339,2015,3
543339,2016,2
543339,2017,4
543339,2018,2
543339,2019,2
543339,2021,2
543343,2019,2
543351,2015,2
543351,2019,4
543351,2021,4
543357,2017,2
543359,2015,3
543359,2016,2
543359,2017,2
543359,2018,3
543359,2019,2
543376,2019,3
543380,2015,4
543380,2016,7
543380,2017,2
543391,2015,3
543391,2016,2
543391,2018,3
543408,2015,3
543408,2016,3
543408,2017,3
543409,2015,2
543424,2015,3
543424,2016,5
543424,2018,3
543456,2015,2
543456,2016,2
543456,2021,2
543475,2015,6
543475,2016,3
543475,2017,3
543475,2018,3
543475,2019,5
543475,2021,3
543483,2016,2
543483,2018,2
543483,2019,3
543506,2015,3
543506,2016,3
543506,2017,3
543506,2018,3
543507,2015,4
543507,2016,7
543507,2018,3
543507,2019,7
543507,2021,2
543508,2015,2
543508,2017,2
543508,2018,2
543518,2015,2
543521,2015,6
543521,2016,4
543521,2017,5
543521,2018,7
543521,2019,4
543521,2021,4
543532,2016,3
543532,2017,2
543532,2019,3
543542,2015,2
543542,2016,3
543542,2017,3
543548,2015,4
543548,2016,3
543548,2017,4
543548,2018,4
543548,2019,4
543548,2021,4
543557,2015,5
543557,2016,5
543557,2017,5
543557,2018,4
543557,2019,5
543594,2015,2
543594,2021,3
543606,2015,3
543606,2016,7
543606,2017,3
543606,2018,3
543606,2019,4
543606,2021,3
543607,2015,2
543652,2017,3
543677,2019,9
543698,2015,3
543698,2016,3
543699,2015,4
543699,2016,4
543699,2017,4
543699,2018,4
543699,2019,3
543699,2021,4
543716,2015,2
543716,2016,2
543726,2015,7
543726,2016,3
543726,2017,3
543734,2015,5
543734,2016,5
543734,2017,5
543734,2018,3
543734,2019,3
543746,2015,3
543746,2016,3
543746,2017,3
543746,2018,2
543766,2015,6
543766,2016,7
543766,2017,2
543766,2018,2
543766,2019,2
543766,2021,3
543776,2016,2
543776,2019,1
543779,2015,6
543779,2016,4
543779,2017,7
543803,2015,3
543859,2015,5
543859,2016,3
543859,2017,3
543867,2017,3
543881,2015,4
543883,2015,3
543883,2016,3
543883,2017,4
543883,2018,2
543883,2019,3
543883,2021,3
543900,2015,3
543900,2016,2
543901,2015,4
543901,2016,4
543901,2017,2
543901,2018,2
543901,2019,3
543901,2021,3
543903,2015,4
543903,2018,2
543903,2019,2
543921,2015,3
543921,2016,3
543935,2015,3
543935,2016,3
543935,2017,3
543935,2018,3
543935,2019,2
543942,2015,3
543964,2015,3
543964,2016,3
543964,2017,3
544150,2016,3
544150,2017,3
544365,2015,2
544365,2019,4
544725,2015,2
544727,2015,4
544727,2016,6
544727,2017,2
544727,2018,3
544727,2019,3
544727,2021,2
544759,2015,3
544759,2016,2
544836,2015,3
544836,2016,4
544836,2017,3
544836,2018,2
544928,2015,3
544928,2016,3
544928,2017,3
544928,2018,3
544928,2019,4
544930,2016,3
544931,2015,4
544931,2016,3
544931,2017,4
544931,2018,3
544931,2019,4
544931,2021,3
544993,2015,4
544993,2016,2
545064,2015,2
545064,2017,3
545064,2019,2
545332,2016,4
545332,2017,2
545332,2018,3
545332,2019,2
545333,2015,4
545333,2016,3
545333,2017,3
545333,2018,3
545333,2019,3
545333,2021,3
545338,2015,1
545343,2021,3
545346,2015,3
545346,2017,3
545348,2017,2
545357,2016,3
545358,2019,2
545363,2016,3
545363,2017,4
545363,2018,2
545404,2015,3
546276,2016,3
546991,2021,1
547001,2021,3
547007,2016,4
547007,2017,2
547007,2018,4
547176,2021,3
547179,2015,9
547179,2016,3
547179,2017,4
547179,2018,3
547179,2019,4
547179,2021,3
547348,2015,2
547749,2015,4
547749,2016,6
547749,2017,3
547749,2018,3
547874,2015,3
547874,2016,3
547874,2017,3
547888,2015,4
547888,2016,4
547888,2017,4
547888,2018,4
547888,2019,4
547942,2021,3
547943,2016,3
547943,2017,5
547943,2018,4
547943,2019,4
547943,2021,4
547973,2015,6
547973,2016,2
547973,2017,2
547973,2018,2
547973,2019,2
547973,2021,4
547982,2017,2
548337,2015,3
548337,2016,3
548337,2017,3
548357,2015,4
548357,2016,3
548357,2017,3
548357,2018,3
548384,2021,3
548389,2016,3
548389,2017,3
548389,2018,3
548389,2019,4
548389,2021,4
552640,2017,2
552640,2018,2
552640,2019,2
552640,2021,2
553872,2015,2
553878,2015,5
553878,2016,4
553878,2017,4
553878,2018,3
553878,2019,4
553883,2016,3
553902,2018,3
553902,2021,2
553970,2015,3
554234,2015,2
554234,2016,2
554340,2015,4
554340,2016,2
554340,2018,4
554340,2019,3
554340,2021,3
554374,2017,2
554430,2017,3
554430,2018,3
554430,2019,4
554430,2021,4
554431,2015,2
554431,2021,2
554432,2015,2
570240,2016,2
570240,2017,4
570240,2018,3
570240,2019,2
570240,2021,2
570257,2016,3
570257,2017,2
570257,2021,3
570488,2019,2
570488,2021,3
570632,2015,4
570632,2016,4
570632,2017,3
570632,2018,2
570632,2019,4
570632,2021,3
570649,2015,4
570649,2016,4
570663,2015,3
570663,2016,4
570663,2017,3
570663,2018,2
570663,2019,2
570663,2021,3
570666,2016,4
570666,2017,4
570666,2018,2
570666,2019,3
570666,2021,3
570702,2017,2
570702,2018,2
570714,2016,4
570810,2017,3
571035,2016,2
571035,2017,2
571035,2018,2
571057,2015,4
571437,2019,2
571439,2015,3
571473,2016,2
571473,2017,2
571473,2018,2
571476,2015,3
571476,2016,4
571476,2017,2
571476,2018,2
571479,2015,4
571479,2021,3
571510,2015,4
571510,2016,6
571510,2017,4
571510,2018,5
571510,2019,4
571510,2021,5
571521,2015,2
571521,2017,2
571521,2021,2
571527,2015,4
571539,2016,4
571539,2019,3
571561,2015,3
571561,2016,4
571561,2017,3
571561,2018,3
571572,2016,2
571577,2015,2
571577,2018,3
571578,2015,2
571578,2016,7
571578,2017,4
571578,2018,3
571578,2019,5
571578,2021,4
571584,2015,3
571584,2016,3
571602,2018,3
571616,2016,2
571616,2017,2
571656,2015,2
571656,2016,4
571656,2017,2
571656,2018,3
571656,2019,4
571656,2021,3
571666,2015,3
571666,2016,4
571666,2017,4
571666,2018,4
571666,2019,4
571666,2021,3
571670,2016,5
571670,2017,2
571670,2018,3
571670,2019,2
571670,2021,2
571676,2017,3
571676,2021,4
571697,2017,1
571704,2015,4
571704,2016,3
571704,2017,4
571704,2018,2
571704,2019,2
571710,2015,2
571710,2016,4
571710,2017,2
571710,2018,2
571710,2019,4
571710,2021,3
571735,2015,2
571735,2016,2
571735,2018,2
571735,2019,2
571735,2021,2
571760,2015,4
571760,2016,2
571760,2017,2
571760,2018,5
571760,2019,6
571760,2021,4
571771,2018,1
571787,2015,4
571787,2017,3
571788,2021,2
571800,2015,4
571800,2016,2
571800,2018,2
571800,2021,2
571858,2019,2
571863,2016,2
571863,2017,5
571863,2018,3
571863,2019,3
571871,2015,3
571871,2016,4
571871,2017,3
571871,2018,2
571871,2021,3
571882,2016,2
571882,2017,2
571882,2018,3
571882,2019,3
571882,2021,3
571893,2015,2
571893,2016,4
571893,2017,2
571893,2018,2
571901,2015,3
571901,2016,4
571901,2017,4
571901,2018,4
571901,2019,3
571901,2021,4
571911,2016,2
571911,2017,2
571912,2019,2
571912,2021,1
571917,2019,2
571927,2015,7
571927,2016,9
571927,2017,3
571927,2018,6
571927,2019,5
571927,2021,5
571945,2018,3
571945,2019,3
571945,2021,3
571946,2015,4
571946,2016,3
571946,2017,4
571946,2018,3
571946,2019,3
571946,2021,3
571948,2017,3
571948,2018,2
571948,2019,2
571948,2021,3
571951,2015,5
571951,2016,4
571951,2017,3
571951,2018,3
571951,2021,3
571963,2016,2
571969,2016,2
571974,2019,1
572008,2019,1
572020,2015,5
572020,2016,4
572020,2017,4
572020,2018,3
572020,2019,4
572020,2021,2
572021,2015,2
572021,2016,2
572021,2017,3
572021,2018,2
572021,2019,2
572033,2016,5
572038,2015,4
572038,2016,2
572044,2016,3
572044,2017,3
572044,2018,2
572044,2019,2
572070,2015,4
572070,2016,4
572070,2017,3
572070,2018,3
572070,2019,3
572070,2021,3
572086,2016,4
572086,2019,3
572089,2015,3
572096,2015,5
572096,2016,2
572096,2017,3
572096,2019,2
572102,2015,3
572102,2016,3
572119,2016,2
572125,2019,2
572125,2021,2
572140,2016,3
572140,2017,4
572140,2018,3
572140,2019,3
572143,2018,2
572143,2019,2
572143,2021,2
572193,2015,3
572193,2016,3
572193,2017,3
572193,2018,4
572193,2019,3
572193,2021,3
572208,2016,2
572208,2017,2
572283,2016,4
572308,2015,3
572308,2016,4
572308,2017,2
572308,2018,2
572309,2015,2
572309,2016,2
572362,2015,4
572362,2016,3
572362,2018,4
572362,2019,4
572365,2016,1
572383,2019,2
572403,2015,4
572403,2016,3
572403,2017,4
572403,2018,4
572403,2019,3
572703,2018,2
572703,2019,2
572728,2017,3
572750,2015,4
572750,2016,4
572750,2017,3
572750,2018,4
572761,2021,2
572788,2015,4
572788,2016,3
572821,2019,5
572831,2016,3
572831,2017,3
572888,2015,3
572888,2016,3
572888,2017,3
572888,2018,3
572888,2019,3
572888,2021,3
572889,2015,2
572955,2017,3
572955,2018,3
572955,2021,2
572971,2015,4
572971,2016,4
572971,2017,3
572971,2018,5
572971,2019,4
572971,2021,4
572990,2016,2
572998,2017,2
572998,2018,2
572998,2019,2
573009,2016,3
573009,2019,3
573009,2021,3
573016,2017,3
573046,2015,3
573046,2016,4
573046,2017,4
573046,2018,3
573046,2019,3
573062,2021,2
573064,2015,2
573064,2016,3
573064,2017,3
573064,2018,1
573109,2015,3
573109,2016,5
573109,2017,4
573109,2018,2
573109,2021,2
573124,2016,5
573124,2017,3
573124,2018,3
573124,2019,2
573124,2021,2
573127,2015,4
573127,2017,2
573127,2018,2
573127,2019,2
573127,2021,3
573131,2021,2
573166,2018,3
573185,2015,3
573185,2016,3
573185,2017,3
573185,2018,4
573185,2019,3
573186,2015,2
573186,2016,3
573186,2017,4
573186,2018,4
573186,2019,4
573186,2021,4
573188,2016,3
573204,2015,2
573204,2021,3
573244,2015,4
573244,2017,3
573589,2016,9
573589,2017,3
573668,2016,3
573668,2017,4
573668,2018,4
573668,2019,2
573668,2021,3
575070,2019,2
576397,2018,1
576397,2019,2
579328,2019,3
579328,2021,3
580792,2015,3
580792,2016,3
580792,2017,2
580792,2018,2
580792,2019,2
582494,2016,3
582494,2017,4
582494,2018,3
582494,2019,3
584171,2017,2
584171,2018,4
584171,2019,3
591672,2018,3
591693,2016,3
591693,2017,3
591693,2018,3
591693,2019,2
591701,2017,3
591720,2021,1
591741,2019,2
592091,2015,4
592091,2016,3
592094,2018,3
592094,2019,3
592094,2021,2
592102,2015,4
592102,2016,4
592102,2017,2
592102,2018,2
592102,2019,2
592120,2017,2
592127,2016,3
592127,2017,3
592127,2018,3
592130,2016,2
592130,2017,3
592130,2018,2
592135,2015,2
592135,2016,3
592135,2017,2
592135,2018,2
592135,2019,2
592135,2021,3
592145,2018,3
592145,2019,3
592145,2021,3
592165,2019,3
592165,2021,2
592169,2016,3
592169,2017,3
592169,2018,2
592169,2019,3
592169,2021,3
592170,2016,2
592170,2017,4
592170,2018,4
592181,2015,2
592222,2015,4
592222,2016,3
592222,2017,3
592222,2018,3
592222,2019,2
592222,2021,2
592229,2017,2
592229,2018,2
592229,2019,5
592233,2017,2
592233,2019,3
592233,2021,3
592238,2018,2
592254,2016,4
592254,2017,3
592254,2019,2
592254,2021,4
592273,2021,2
592279,2017,2
592280,2019,4
592288,2021,3
592314,2015,5
592314,2016,4
592314,2017,4
592314,2018,4
592314,2019,4
592314,2021,3
592329,2015,2
592330,2016,2
592332,2015,3
592332,2016,5
592332,2017,4
592332,2018,4
592332,2019,4
592332,2021,5
592340,2015,3
592340,2016,3
592340,2017,3
592340,2018,3
592341,2015,3
592341,2016,3
592341,2017,3
592346,2015,3
592346,2016,3
592346,2019,3
592346,2021,3
592351,2015,4
592351,2016,3
592351,2017,3
592351,2018,3
592351,2019,3
592351,2021,4
592390,2015,2
592390,2016,3
592390,2017,3
592390,2018,3
592390,2019,3
592390,2021,2
592398,2015,2
592407,2016,2
592407,2018,2
592407,2019,0
592407,2021,1
592419,2016,2
592422,2016,2
592422,2017,2
592426,2015,2
592426,2016,2
592426,2017,3
592426,2018,3
592426,2019,3
592426,2021,3
592433,2016,4
592454,2015,2
592454,2016,2
592454,2017,4
592454,2018,3
592454,2019,3
592464,2021,1
592468,2018,4
592468,2019,4
592473,2017,3
592473,2018,4
592473,2019,4
592473,2021,4
592499,2017,3
592499,2018,3
592527,2015,2
592527,2016,3
592533,2015,3
592533,2016,3
592533,2017,2
592547,2017,4
592547,2018,6
592570,2015,2
592570,2017,2
592570,2018,3
592592,2017,2
592593,2015,5
592593,2016,4
592593,2017,4
592612,2015,3
592612,2016,3
592612,2017,4
592612,2018,3
592612,2019,3
592612,2021,4
592614,2016,4
592614,2017,3
592644,2016,3
592644,2018,4
592644,2019,3
592644,2021,6
592662,2015,5
592662,2016,5
592662,2017,4
592662,2018,4
592662,2019,4
592662,2021,4
592665,2015,4
592665,2016,5
592665,2017,2
592665,2018,2
592677,2015,2
592677,2016,2
592705,2015,3
592705,2018,3
592705,2019,5
592712,2018,3
592712,2019,2
592716,2016,3
592716,2018,2
592716,2019,3
592716,2021,2
592717,2015,4
592717,2016,5
592717,2017,3
592717,2018,3
592717,2019,3
592717,2021,3
592741,2015,3
592741,2016,2
592741,2017,2
592741,2018,2
592741,2019,2
592741,2021,3
592753,2017,2
592761,2017,2
592761,2018,3
592761,2019,3
592761,2021,3
592767,2015,3
592767,2016,5
592767,2019,5
592767,2021,5
592769,2018,2
592773,2017,2
592773,2018,2
592773,2019,2
592773,2021,3
592779,2016,4
592779,2017,4
592779,2018,2
592779,2019,2
592781,2015,2
592789,2015,3
592789,2016,4
592789,2017,3
592789,2018,3
592789,2019,6
592789,2021,2
592791,2016,4
592791,2017,4
592791,2018,4
592791,2019,3
592791,2021,3
592804,2015,3
592804,2016,7
592804,2018,3
592804,2019,3
592811,2016,3
592811,2017,3
592811,2018,3
592815,2015,4
592815,2016,4
592815,2017,4
592815,2018,3
592815,2019,4
592826,2015,2
592826,2016,4
592826,2017,4
592826,2018,3
592826,2019,2
592826,2021,3
592831,2021,4
592833,2017,2
592833,2018,2
592836,2015,3
592836,2016,4
592836,2017,3
592836,2018,3
592836,2019,2
592836,2021,3
592848,2018,5
592858,2018,4
592858,2019,3
592858,2021,4
592859,2019,2
592859,2021,2
592865,2017,2
592865,2018,3
592865,2019,2
592865,2021,4
592866,2016,2
592866,2017,5
592866,2018,5
592866,2019,4
592866,2021,4
592869,2015,2
592869,2016,4
592869,2017,2
592872,2016,3
592872,2017,3
592879,2015,3
592879,2017,4
592879,2019,3
592879,2021,3
593140,2015,2
593140,2016,3
593140,2017,3
593140,2018,2
593140,2019,2
593140,2021,3
593144,2017,2
593144,2018,2
593144,2019,2
593144,2021,2
593334,2017,3
593334,2018,3
593334,2019,3
593334,2021,3
593372,2015,6
593372,2016,4
593372,2017,4
593372,2018,2
593372,2019,2
593372,2021,2
593417,2016,2
593417,2017,2
593423,2015,3
593423,2017,2
593423,2018,2
593423,2019,2
593423,2021,4
593576,2015,2
593576,2016,4
593576,2017,2
593576,2018,3
593576,2019,2
593576,2021,3
593582,2015,4
593582,2016,4
593604,2021,3
593619,2021,2
593643,2019,1
593643,2021,1
593679,2016,2
593679,2017,4
593679,2019,4
593833,2018,3
593833,2019,3
593833,2021,3
593958,2015,5
593958,2016,2
593958,2017,2
593958,2018,3
593958,2019,3
593958,2021,3
593969,2016,2
593969,2017,2
593974,2016,2
593974,2017,2
593974,2018,4
593974,2019,2
593974,2021,2
594027,2016,2
594027,2018,3
594027,2019,2
594056,2017,2
594056,2018,2
594056,2019,2
594056,2021,2
594311,2016,2
594311,2017,2
594311,2019,2
594311,2021,2
594577,2016,2
594577,2017,2
594577,2018,2
594577,2019,4
594577,2021,5
594580,2017,2
594580,2021,2
594694,2021,2
594736,2015,4
594736,2016,4
594736,2019,3
594742,2015,2
594742,2016,2
594742,2017,3
594742,2018,2
594760,2016,3
594760,2017,2
594762,2015,2
594772,2015,3
594772,2016,3
594772,2017,3
594792,2015,4
594792,2016,4
594795,2016,6
594795,2017,2
594795,2019,2
594795,2021,2
594798,2015,2
594798,2016,4
594798,2017,3
594798,2018,3
594798,2019,5
594798,2021,3
594809,2021,2
594815,2015,4
594815,2017,2
594824,2018,1
594835,2015,4
594835,2017,3
594835,2018,4
594835,2019,4
594835,2021,5
594840,2015,2
594840,2016,2
594840,2017,3
594840,2018,2
594840,2019,3
594857,2015,2
594857,2016,4
594867,2017,4
594902,2017,4
594902,2018,3
594902,2019,2
594943,2016,4
594943,2017,4
594943,2018,2
594951,2015,6
594951,2016,3
594951,2019,2
594965,2018,3
594965,2019,3
594965,2021,3
594977,2015,4
594985,2016,3
594985,2021,3
594986,2015,3
594986,2016,3
594986,2017,3
594986,2019,3
594986,2021,2
594987,2015,2
594987,2018,3
594987,2019,4
594987,2021,3
594992,2017,3
594992,2018,2
595001,2015,3
595001,2016,3
595001,2017,4
595001,2019,3
595014,2015,5
595014,2016,3
595014,2017,2
595014,2018,3
595014,2019,3
595014,2021,3
595032,2015,3
595032,2016,3
595032,2017,3
595032,2018,2
595191,2015,3
595191,2016,6
595191,2017,3
595191,2018,3
595191,2019,3
595191,2021,5
595234,2017,3
595234,2018,3
595235,2015,2
595235,2016,2
595263,2021,3
595284,2021,2
595307,2015,2
595307,2016,4
595307,2017,4
595345,2016,3
595345,2017,2
595345,2018,2
595345,2021,2
595371,2015,2
595411,2017,2
595411,2018,2
595411,2021,2
595441,2015,2
595465,2015,1
595465,2016,3
595465,2017,3
595465,2018,3
595465,2019,2
595465,2021,3
595798,2019,2
595798,2021,2
595881,2018,4
595881,2019,4
595881,2021,3
595897,2018,3
595897,2019,3
595918,2015,4
595918,2016,3
595918,2017,4
595918,2018,3
595918,2019,3
595918,2021,4
595928,2017,2
595928,2018,2
595928,2019,2
595928,2021,2
595939,2019,5
595939,2021,3
595943,2021,2
596001,2017,4
596001,2018,3
596001,2019,2
596001,2021,2
596027,2017,3
596027,2018,3
596027,2019,4
596027,2021,3
596035,2019,2
596043,2016,4
596043,2017,3
596043,2018,4
596043,2019,3
596049,2016,4
596049,2021,3
596056,2021,3
596057,2015,3
596057,2016,3
596057,2017,3
596057,2018,4
596057,2019,3
596057,2021,2
596064,2015,4
596064,2016,2
596071,2017,3
596071,2018,3
596071,2019,3
596071,2021,3
596074,2018,4
596074,2019,2
596082,2021,4
596101,2018,2
596101,2019,3
596103,2021,2
596112,2016,2
596112,2017,3
596112,2018,3
596112,2019,2
596112,2021,2
596133,2016,6
596133,2017,4
596133,2018,4
596133,2019,2
596133,2021,3
596143,2016,6
596143,2017,2
596271,2017,2
596271,2018,2
596295,2018,4
596295,2021,3
596331,2015,2
596331,2016,2
596451,2018,1
596451,2019,2
596720,2017,3
596720,2018,3
596720,2019,3
596816,2017,3
596816,2018,4
596825,2021,2
597113,2018,2
597113,2019,4
597113,2021,4
598264,2015,4
598264,2016,4
598264,2017,3
598264,2018,5
598264,2019,2
598264,2021,2
598271,2015,3
598271,2017,3
598271,2018,3
598271,2019,3
598286,2019,5
598286,2021,3
598287,2015,3
598287,2016,3
598287,2017,3
598287,2018,3
598287,2019,3
598287,2021,4
599683,2016,3
599683,2017,3
599683,2018,3
599998,2015,2
599998,2016,3
599998,2017,2
600301,2016,3
600301,2018,1
600303,2018,2
600526,2016,2
600526,2017,5
600858,2019,2
600887,2019,3
600887,2021,2
600917,2016,4
600917,2017,3
600917,2018,3
600917,2019,4
600921,2017,4
600921,2021,2
600944,2016,2
600944,2017,3
600944,2018,2
600944,2021,2
600965,2017,2
600965,2018,3
600968,2017,2
600968,2018,2
600968,2019,2
600986,2017,2
600986,2018,2
600986,2019,2
601713,2017,2
601713,2018,3
601713,2019,3
601713,2021,3
602083,2015,3
602083,2017,3
602083,2018,3
602922,2019,3
602928,2017,2
605121,2018,3
605121,2019,3
605130,2018,5
605130,2019,3
605130,2021,3
605135,2015,3
605135,2016,3
605135,2018,3
605135,2019,3
605135,2021,3
605138,2021,3
605143,2018,2
605143,2019,2
605151,2015,5
605151,2016,5
605151,2017,3
605151,2018,2
605151,2019,4
605151,2021,5
605152,2016,2
605154,2017,3
605154,2018,3
605154,2019,2
605154,2021,3
605155,2018,3
605155,2019,3
605155,2021,3
605156,2015,5
605156,2018,3
605156,2019,3
605164,2016,4
605164,2017,4
605164,2018,5
605164,2019,4
605164,2021,3
605169,2015,2
605169,2017,3
605170,2018,3
605170,2019,1
605177,2015,3
605177,2016,2
605177,2017,2
605177,2018,2
605177,2019,2
605177,2021,2
605182,2016,3
605182,2017,4
605182,2018,5
605182,2019,5
605194,2016,3
605194,2017,5
605194,2021,2
605195,2017,4
605195,2018,4
605195,2019,3
605195,2021,3
605200,2015,4
605200,2016,5
605200,2017,5
605200,2018,4
605200,2019,5
605200,2021,3
605204,2017,2
605204,2018,3
605218,2015,3
605218,2016,2
605218,2017,2
605218,2018,3
605218,2019,3
605218,2021,2
605222,2016,3
605222,2017,8
605226,2015,3
605226,2016,2
605228,2015,3
605228,2016,5
605232,2015,2
605232,2016,2
605232,2017,2
605232,2018,2
605240,2017,3
605240,2018,4
605240,2019,4
605240,2021,2
605242,2016,3
605242,2017,4
605242,2018,2
605242,2021,3
605254,2017,3
605254,2018,3
605255,2018,2
605260,2018,3
605260,2019,3
605276,2018,6
605276,2019,4
605276,2021,2
605280,2018,3
605280,2019,4
