"name","key_mlbam","key_bbref","key_fangraphs"
"Richard Rodríguez",593144,"rodriri05",13549
"Sergio Santos",435045,"santose01",4734
"Allen Córdoba",642707,"cordoal01",15722
"Corey Ray",641999,"rayco01",19170
"Michael Ynoa",573589,"ynoami01",14093
"Kevin Correia",429781,"correke01",1767
"José Osuna",591741,"osunajo01",12937
"Wilfredo Tovar",541600,"tovarwi01",10416
"Deck McGuire",592547,"mcguide02",11596
"Félix Hernández",433587,"hernafe02",4772
"Conner Greene",641632,"greenco01",16455
"Jordy Mercer",474568,"mercejo03",6547
"Sócrates Brito",593647,"britoso01",12944
"Kenny Roberts",594977,"roberke02",10938
"Alec Bettinger",676424,"bettial01",20312
"Chris Parmelee",476633,"parmech01",2554
"Brandon Gomes",460156,"gomesbr01",2267
"Brian Flynn",543169,"flynnbr01",12027
"Brandon Finnegan",605232,"finnebr01",16208
"Chris Dominguez",458689,"dominch01",9718
"Trevor Hildenberger",657610,"hildetr01",17002
"Jake Esch",605222,"eschja01",12756
"Cory Luebke",458537,"luebkco01",1984
"Jeremy Jeffress",502026,"jeffrje01",9490
"Roberto Osuna",532077,"osunaro01",13764
"Daniel Castro",593495,"castrda01",15450
"Radhames Liz",467785,"lizra01",5843
"Asher Wojciechowski",592879,"wojcias01",10836
"Aaron Slegers",642083,"slegeaa01",15231
"Josh Smith",595001,"smithjo07",10946
"Tony Barnette",501817,"barneto01",3555
"Chad Bettis",518452,"bettich01",10587
"Kevin Chapman",502087,"chapmke02",11240
"Drew Gagnon",543193,"gagnodr01",12545
"Brian Bogusevic",460131,"bogusbr01",4719
"Cody Ege",643297,"egeco01",15928
"Joey Gerber",680702,"gerbejo01",24591
"Allan Dykstra",488852,"dykstal01",9113
"Bernardo Flores",641576,"florebe01",19561
"Andrew Albers",452027,"alberan01",7853
"Chad Sobotka",656977,"sobotch01",17470
"Taylor Guerrieri",605260,"guerrta02",13616
"Cedric Hunter",501986,"huntece01",2833
"Nori Aoki",493114,"aokino01",13075
"Scott Van Slyke",475100,"vanslsc01",4365
"Mike Marjama",605357,"marjami01",12594
"Gordon Beckham",493596,"beckhgo01",9015
"Joe Biagini",607352,"biagijo01",13194
"Rookie Davis",606959,"davisro03",14962
"Sam Gaviglio",543208,"gavigsa01",12778
"C. J. Wilson",450351,"wilsocj01",3580
"Zack Cozart",446359,"cozarza01",2616
"Alfredo González",554054,"gonzaal04",14267
"Alex Blandino",607468,"blandal01",16271
"Greg Infante",500872,"infangr01",9119
"Brandon Dickson",505447,"dicksbr01",6979
"Eduardo Paredes",622161,"pareded01",16344
"Noel Cuevas",571595,"cuevano01",11894
"Emilio Bonifácio",466988,"bonifem01",4054
"Nick Gardewine",643320,"gardeni01",16513
"Simon Castro",501563,"castrsi01",9243
"Cody Hall",595235,"hallco01",12232
"Tyler Lyons",544928,"lyonsty01",11334
"Andre Scrubb",668687,"scruban01",20329
"Miguel Montero",471083,"montemi01",3364
"Ryan Kelly",502462,"kellyry01",4858
"JB Shuck",543776,"shuckja01",6677
"Mason Williams",592863,"willima10",11859
"Dylan Covey",592229,"coveydy01",14825
"Mikie Mahtook",543484,"mahtomi01",13130
"Danny Ortiz",543611,"ortizda02",10317
"DJ Peters",656847,"peterdj01",19348
"J. D. Hammer",670456,"hammejd01",19548
"José Ramírez",542432,"ramirjo02",10171
"Alex Gordon",460086,"gordoal01",5209
"Darren McCaughan",670766,"mccauda01",20038
"Carlos Ramirez",570702,"ramirca01",11743
"Kean Wong",642221,"wongke01",15994
"Jeff Samardzija",502188,"samarje01",3254
"Gavin Cecchini",608325,"cecchga02",17005
"D. J. Snelten",592769,"sneltdj01",15949
"Tommy Doyle",656382,"doyleto01",21281
"Craig Breslow",444520,"breslcr01",4363
"Justin Nicolino",592593,"nicolju01",11754
"Francis Martes",642564,"martefr01",17303
"Brock Holt",571788,"holtbr01",9345
"David Aardsma",430911,"aardsda01",1902
"Junior Guerra",448855,"guerrju02",5702
"Marcus Walden",519393,"waldema01",8004
"Shane Robinson",453203,"robinsh01",4249
"John Lackey",407793,"lackejo01",1507
"Shogo Akiyama",673451,"akiyash01",27461
"Adeiny Hechavarria",588751,"hechaad01",10459
"Chris Gimenez",460269,"gimench01",7324
"Caleb Baragar",670056,"baragca01",19231
"Patrick Kivlehan",623182,"kivlepa01",13910
"Sam Deduno",465679,"dedunsa01",5285
"Hisashi Iwakuma",547874,"iwakuhi01",13048
"Kyle Ryan",594986,"ryanky01",11753
"Marcus Hatley",502281,"hatlema01",4002
"Dan Uggla",462564,"ugglada01",3442
"Dylan Cozens",622226,"cozendy01",15115
"Vicente Campos",553883,"campovi01",11681
"Brian O'Grady",657434,"ogradbr01",16729
"Trevor Cahill",502239,"cahiltr01",6249
"Gerson Bautista",639373,"bautige01",19256
"Jack López",605346,"lopezja03",13663
"Clint Barmes",425549,"barmecl01",1830
"Hunter Pence",452254,"pencehu01",8252
"Delino DeShields",592261,"deshide02",11379
"P. J. Conlon",664869,"conlopj01",18213
"Carlos Corporán",449786,"corpoca01",5587
"José Fernández",605228,"fernajo02",11530
"Chris Heston",518790,"hestoch01",10302
"Ubaldo Jiménez",434622,"jimenub01",3374
"Aaron Barrett",502578,"barreaa01",11243
"B. J. Upton",425834,"uptonbj01",5015
"Casey McGehee",431171,"mcgehca01",6086
"José Váldez",572308,"valdejo03",14470
"Richard Lovelady",663992,"lovelri01",19337
"Nate Orf",644337,"orfna01",15407
"Kevin Frandsen",435623,"frandke01",7528
"Brad Brach",542960,"brachbr01",6627
"Greg Bird",595885,"birdgr01",14131
"Sean Nolin",543594,"nolinse01",11341
"Bryan Anderson",457762,"anderbr05",9871
"Steve Geltz",544993,"geltzst01",8402
"Domingo Leyba",642736,"leybado01",16404
"Kelvin Herrera",516969,"herreke01",6033
"Michael Kirkman",457779,"kirkmmi01",9877
"Efren Navarro",519068,"navaref01",9854
"Sean O'Sullivan",457711,"osullse01",9137
"Jake Newberry",623470,"newbeja01",15136
"Donnie Hart",643354,"hartdo01",15306
"Rocky Gale",502570,"galero01",10533
"Christian Bergman",548357,"bergmch01",10925
"Enderson Franco",575070,"francen01",11896
"Tyler Collins",607385,"collity01",12723
"Kyle Lobstein",543456,"lobstky01",9178
"Doug Bernier",448674,"bernido01",4518
"Luke Jackson",592426,"jackslu01",11752
"Fernando Rodney",407845,"rodnefe01",494
"Rafael Lopez",607257,"lopezra02",12606
"Kyle Seager",572122,"seageky01",9785
"Todd Cunningham",592239,"cunnito01",10822
"Tyler Wagner",621281,"wagnety01",13796
"Josh Lindblom",458676,"lindbjo01",7882
"Derek Dietrich",518618,"dietrde01",10542
"Carlos Martinez",593372,"martica04",11682
"Joaquín Benoit",276542,"benoijo01",1437
"Joe Wieland",543921,"wielajo01",6109
"Brandon Cunniff",594792,"cunnibr02",11509
"Gabriel Ynoa",593679,"ynoaga01",12938
"Ryan Carpenter",543001,"carpery01",12699
"Adam Jones",430945,"jonesad01",6368
"Alex Avila",488671,"avilaal01",7476
"Michael Kohn",543409,"kohnmi01",8505
"Kendry Flores",572309,"floreke01",12118
"Sam Dyson",473879,"dysonsa01",11710
"James Bourque",630263,"bourqja01",16668
"Kyle Lohse",346798,"lohseky01",739
"Jaime Schultz",621289,"schulja02",15066
"Tim Adleman",534947,"adlemti01",10968
"Austin Jackson",457706,"jacksau01",9848
"Ian Krol",571871,"krolia01",10066
"Ariel Peña",516414,"penaar01",10240
"Dale Thayer",445612,"thayeda01",5032
"Xavier Cedeño",458584,"cedenxa01",36
"Dustin Molleken",451783,"molledu01",6200
"Roel Ramírez",641995,"ramirro02",16470
"Pat Dean",534737,"deanpa02",11350
"Starlin Castro",516770,"castrst01",4579
"Luis Oviedo",665854,"oviedlu01",21728
"Chad Qualls",430589,"quallch01",2170
"Josh Lucas",572998,"lucasjo02",11686
"Matt West",519411,"westma03",7980
"Braden Shipley",640463,"shiplbr01",15158
"Julian Fernández",642759,"fernaju02",18341
"JaCoby Jones",592444,"jonesja07",14818
"Chandler Shepherd",605469,"shephch01",16166
"Cam Hill",657611,"hillca02",16840
"Brayan Peña",430910,"penabr01",3231
"Dakota Bacus",621290,"bacusda01",14545
"Alex Wilson",543935,"wilsoal01",9239
"Tim Cooney",608641,"cooneti01",13762
"David Dahl",621311,"dahlda01",13744
"Hector Velázquez",584171,"velazhe01",19341
"Melky Cabrera",466320,"cabreme01",4022
"Bobby Poyner",596074,"poynebo01",17987
"Parker Bridwell",592170,"bridwpa01",11502
"Tyler Goeddel",595963,"goeddty01",13180
"Tyler Payne",665066,"paynety01",21139
"Dustin Pedroia",456030,"pedrodu01",8370
"James Russell",460701,"russeja02",4089
"Pete Kozma",518902,"kozmape01",2539
"Huston Street",434718,"streehu01",8258
"Jake Barrett",545332,"barreja01",13322
"Rickie Weeks",430001,"weeksri01",1849
"Dillon Gee",518716,"geedi01",7396
"Peter Moylan",493247,"moylape01",4891
"Scott Carroll",453222,"carrosc02",888
"Tim Federowicz",543148,"federti01",8609
"Rosell Herrera",594011,"herrero02",11611
"Mike Morse",434604,"morsemi01",3035
"Williams Jerez",605301,"jerezwi01",14338
"Jim Johnson",462382,"johnsji04",3656
"Enny Romero",544836,"romeren01",4001
"Nolan Reimold",460099,"reimono01",3441
"Jason Grilli",276351,"grillja01",521
"Travis Wood",475243,"woodtr01",9884
"Danny Espinosa",457787,"espinda01",9219
"Buster Posey",457763,"poseybu01",9166
"Tyler Sturdevant",573188,"sturdty01",6780
"Neil Walker",435522,"walkene01",7539
"Ryan Dull",623430,"dullry01",13974
"Adam Warren",476589,"warread01",9029
"Peter Lambert",663567,"lambepe01",17969
"Adam Lind",452252,"lindad01",8027
"Ryne Harper",607560,"harpery01",12680
"Chase Headley",452104,"headlch01",4720
"Paulo Orlando",449181,"orlanpa01",8628
"Jakson Reetz",656883,"reetzja01",17837
"Derek Norris",519083,"norride01",6867
"Nathan Adcock",502264,"adcocna01",3282
"Rafael Betancourt",429783,"betanra01",177
"Jeff Bianchi",488703,"biancje01",9958
"Bobby LaFromboise",489039,"lafrobo01",7758
"A. J. Ellis",454560,"ellisaj01",5677
"Mac Williamson",607776,"willima11",14158
"Mike Wright",605541,"wrighmi01",12586
"Nick Allgeyer",680430,"allgeni01",24486
"Tyler Cravy",572788,"cravyty01",10770
"Héctor Gómez",467143,"gomezhe01",2264
"Jake Noll",669738,"nollja01",19703
"José Briceño",593993,"bricejo01",13151
"Wandy Rodriguez",434643,"rodriwa01",2586
"Danny Santana",542454,"santada01",10322
"Arismendy Alcántara",570489,"alcanar01",10711
"Tyler Skaggs",572140,"skaggty01",10190
"Tommy Layne",518927,"layneto01",7501
"Breyvic Valera",591971,"valerbr01",12758
"Cody Decker",572804,"deckeco01",9665
"Elvis Araujo",542587,"araujel01",12854
"Bobby Wahl",592833,"wahlbo01",14832
"Mike Foltynewicz",592314,"foltymi01",10811
"Steve Pearce",456665,"pearcst01",9957
"Robert Andino",435180,"andinro01",4900
"Ian Miller",641878,"milleia01",15156
"Sam Tuivailala",592815,"tuivasa01",13485
"Zach Duke",435043,"dukeza01",3840
"Justin Smoak",475253,"smoakju01",9054
"Ben Rortvedt",666163,"rortvbe01",20287
"Junichi Tazawa",547749,"tazawju01",4079
"Sam Fuld",453539,"fuldsa01",8254
"Torii Hunter",116338,"hunteto01",731
"Allen Webster",543903,"webstal01",3993
"Gio Gonzalez",461829,"gonzagi01",7448
"Nevin Ashley",502213,"ashlene01",3274
"Sam Travis",607752,"travisa01",16263
"Will Venable",461416,"venabwi01",211
"Steve Hathaway",643355,"hathast01",15293
"Tim Lincecum",453311,"linceti01",5705
"Brett de Geus",676969,"degeubr01",23592
"Phil Klein",607309,"kleinph01",12675
"Matt Wotherspoon",642226,"wothema01",16452
"Cody Stanley",592774,"stanlco01",10838
"José Pirela",517369,"pireljo01",5485
"Robert Whalen",547007,"whalero01",14165
"James Jones",571825,"jonesja06",9767
"Artie Lewicki",592499,"lewicar01",16731
"Joe Nathan",150274,"nathajo01",1122
"Gavin Floyd",425856,"floydga01",3886
"Dustin McGowan",430661,"mcgowdu01",8600
"Renato Núñez",600524,"nunezre01",14503
"Arcenio Leon",455376,"leonar02",8846
"Nate Karns",501992,"karnsna01",12638
"Yohander Méndez",622795,"mendeyo01",14391
"Jhan Mariñez",501697,"marinjh01",5830
"Russell Martin",431145,"martiru01",4616
"Jake Smith",607727,"smithja06",14379
"Trent Giambrone",623508,"giambtr01",19250
"Brent Morel",543569,"morelbr01",6402
"Will Middlebrooks",519025,"middlwi01",7002
"Ashur Tolliver",572208,"tollias01",10044
"Juan Perez",543633,"perezju02",5371
"Onelki García",607162,"garcion01",13674
"Logan Verrett",548337,"verrelo01",12905
"Kevin Siegrist",543779,"siegrke01",8180
"Matt Kemp",461314,"kempma01",5631
"Aaron Northcraft",573062,"northaa01",10218
"Joey Rickard",572073,"rickajo01",13277
"Justin Morneau",408047,"morneju01",1737
"Joe McCarthy",663411,"mccarjo04",18399
"Colton Murray",605396,"murraco02",12264
"Leonel Campos",599998,"campole01",12277
"Ezequiel Carrera",485567,"carreez01",9048
"Lisalverto Bonilla",570810,"bonilli01",11266
"Jesmuel Valentín",621044,"valenje01",14548
"Alfredo Simon",430580,"simonal01",2155
"Jorge Guzman",660422,"guzmajo04",17505
"David Wright",431151,"wrighda03",3787
"Dillon Overton",592614,"overtdi01",15627
"Orlando Calixte",593525,"calixor01",11905
"Enrique Burgos",542609,"burgoen02",3895
"Rio Ruiz",547004,"ruizri01",14103
"Héctor Sánchez",516949,"sanchhe01",10289
"Tony Cruz",488810,"cruzto03",2802
"Joba Chamberlain",501955,"chambjo03",2692
"Travis Tartamella",502023,"tartatr01",6748
"Conor Gillaspie",543216,"gillaco01",9009
"David Holmberg",571787,"holmbda01",7725
"Luis Jimenez",499864,"jimenlu02",6341
"Rafael Dolis",503569,"dolisra01",4185
"Moisés Sierra",501213,"sierrmo01",6050
"Cheslor Cuthbert",596144,"cuthbch01",10473
"Matt Dominguez",518625,"dominma01",4903
"Codi Heuer",676051,"heuerco01",23293
"Denard Span",452655,"spande01",8347
"Alec Asher",594742,"asheral01",13560
"Ben Lively",594902,"livelbe01",14932
"Roman Mendez",542669,"mendero01",10307
"Hector Noesí",456051,"noesihe01",3292
"Patrick Weigel",622256,"weigepa01",17792
"Carlos Ruiz",434563,"ruizca01",2579
"Edwin Jackson",429719,"jacksed01",1841
"Jack Kruger",667674,"krugeja01",19634
"Brandon Snyder",474319,"snydebr03",9856
"Jedd Gyorko",576397,"gyorkje01",10816
"Trevor Plouffe",461858,"plouftr01",7462
"David Carpenter",518526,"carpeda02",9244
"Brian Miller",675649,"millebr03",20047
"Edgar Santana",650828,"santaed01",17355
"Mike Freeman",502273,"freemmi01",11241
"Zac Rosscup",573127,"rosscza01",9419
"Steve Selsky",592731,"selskst01",12957
"Wilmer Font",521655,"fontwi01",5257
"Matt McBride",473724,"mcbrima02",9373
"Casey Janssen",445163,"janssca01",7355
"Reymin Guduan",594056,"guduare01",13058
"Mike Morin",573046,"morinmi01",13442
"Jared Hoying",592419,"hoyinja01",10882
"David Goforth",592341,"goforda01",12166
"Franklin Gutierrez",429711,"gutiefr01",3255
"Angel Sánchez",605795,"sanchan03",11776
"Jason Marquis",150302,"marquja01",105
"Sugar Ray Marimon",516970,"marimsu01",6027
"César Vargas",570714,"vargace01",14099
"Corey Hart",430611,"hartco01",1945
"James Hoyt",624586,"hoytja01",14605
"David Paulino",600944,"paulida01",17418
"Rob Kaminsky",641739,"kaminro01",15792
"A. J. Achter",592091,"achteaj01",11387
"Joseph Odom",641929,"odomjo01",15535
"Demarcus Evans",663770,"evansde01",21087
"T. J. Rivera",608061,"rivertj01",12495
"Manny Parra",448159,"parrama01",4279
"Jimmy Rollins",276519,"rolliji01",971
"Adam Loewen",429400,"loewead01",2134
"Sammy Solís",519301,"solissa01",11457
"A. J. Schugel",519263,"schugaj01",11432
"Jake Brigham",502010,"brighja01",2851
"Wei-Chieh Huang",658791,"huangwe01",17508
"Akeem Bostick",641384,"bostiak01",15979
"Sean Burnett",430634,"burnese01",1886
"Felix Doubront",467094,"doubrfe01",1478
"Eric Surkamp",474668,"surkaer01",2540
"Eric Hanhold",621098,"hanhoer01",18332
"Daniel Webb",543900,"webbda01",10558
"José Fernández",628336,"fernajo03",19254
"Cody Carroll",606944,"carroco01",17664
"Jeff Baker",425557,"bakerje03",2073
"Isan Díaz",656371,"diazis01",17922
"Jorge De La Rosa",407822,"rosajo01",2047
"Tom Koehler",543408,"koehlto01",6570
"Jamie Callahan",621094,"callaja01",14711
"Ricardo Rodríguez",600965,"rodriri04",15458
"Cody Reed",642003,"reedco01",15232
"Pedro Strop",467008,"stroppe01",4070
"Charlie Barnes",656212,"barnech01",19865
"Matt Carasiti",571539,"carasma01",13276
"Shun Yamaguchi",685493,"yamagsh01",27460
"Jordan Schafer",457788,"schafjo02",9883
"Vinnie Pestano",502260,"pestavi01",4782
"Jake Latz",656641,"latzja01",21306
"Kazuhisa Makita",628318,"makitka01",19757
"Ryan Cook",475857,"cookry01",8855
"Michael Conforto",624424,"confomi01",16376
"Steven Wright",453214,"wrighst01",8185
"Jay Bruce",457803,"bruceja01",9892
"Ryan Braun",460075,"braunry02",3410
"Julio Borbon",474865,"borboju01",3209
"Yohel Pozo",650968,"pozoyo01",18848
"Ryder Jones",624507,"jonesry01",15982
"Justin Haley",595234,"haleyju01",13572
"Josmil Pinto",500887,"pintojo01",6806
"Pedro Araújo",606478,"araujpe01",17697
"Trey Amburgey",664011,"amburtr01",18425
"Perci Garner",592330,"garnepe01",10887
"Rajai Davis",434658,"davisra01",3708
"Preston Tucker",605512,"tuckepr01",13633
"Ryan Mattheus",458919,"matthry01",7169
"Micah Johnson",608672,"johnsmi04",13809
"Nick Margevicius",676606,"margeni01",20395
"Ryan Rua",607387,"ruary01",12409
"Kelvin Marte",517629,"marteke02",5200
"Stefan Crichton",592233,"crichst01",16058
"Jon Moscot",621209,"moscojo01",13849
"Jayson Werth",150029,"werthja01",1327
"Jeff Francis",433585,"francje01",4684
"Wes Benjamin",605138,"benjawe01",19243
"Murphy Smith",573166,"smithmu01",9812
"David Hess",605276,"hessda01",16130
"Tyler Webb",643778,"webbty01",14974
"Diego Moreno",514981,"morendi01",6238
"Jeff Francoeur",425796,"francje02",4792
"Pedro Florimón",465753,"floripe01",8385
"Gabriel Guerrero",602115,"guerrga01",14528
"José Rondon",602922,"rondojo02",14140
"Brennan Boesch",453269,"boescbr01",914
"Alberto Rosario",451705,"rosaral01",7125
"Glen Perkins",450282,"perkigl01",8041
"Joakim Soria",465657,"soriajo01",6941
"Chris Rowley",635903,"rowlech01",18820
"Lewis Thorpe",626929,"thorple01",15906
"Tim Stauffer",431162,"staufti01",6432
"Chris Smith",434672,"smithch08",4544
"Braxton Lee",657658,"leebr01",16839
"Brendan Ryan",453895,"ryanbr01",6073
"Rey Fuentes",571681,"fuentre01",10329
"Frank Garces",571057,"garcefr01",13144
"Quintin Berry",450641,"berryqu01",9414
"Grant Dayton",594795,"daytogr01",11203
"Steve Johnson",489002,"johnsst02",4053
"Andy Wilkins",519421,"wilkian01",11251
"Eric Campbell",493472,"campber01",6938
"Mike Kickham",592464,"kickhmi01",11618
"Zach Lee",545346,"leeza01",11468
"Tsuyoshi Wada",493159,"wadats01",13046
"Tejay Antone",622088,"antonte01",16233
"Joey Lucchesi",664192,"lucchjo01",19320
"Jorge Rondon",504083,"rondojo01",5791
"Sean Guenther",674944,"guentse01",20045
"Andrew McKirahan",605374,"mckiran01",12870
"Jeff Beliveau",542924,"belivje01",8504
"Derek Fisher",605233,"fishede01",16192
"Alberto Callaspo",430948,"callaal01",3336
"William Cuevas",571035,"cuevawi01",13331
"Jacob Lindgren",605338,"lindgja01",16215
"Darwin Barney",446381,"barneda01",2430
"Mike Soroka",647336,"sorokmi01",18383
"Seunghwan Oh",493200,"ohse01",18719
"Buddy Carlyle",234194,"carlybu01",2010
"Thomas Field",474494,"fieldth01",6262
"Kyle Crockett",641490,"crockky01",15033
"Jake Arrieta",453562,"arrieja01",4153
"Yefry Ramírez",606162,"ramirye01",15655
"Brian Ellington",623395,"ellinbr02",17233
"Grady Sizemore",429713,"sizemgr01",2197
"Jesse Hahn",534910,"hahnje01",13287
"Bobby Wilson",435064,"wilsobo02",6564
"Colin Rea",607067,"reaco01",12317
"Matthew Bowman",621199,"bowmama01",13528
"Aaron Laffey",444836,"laffeaa01",6248
"Brandon McCarthy",435221,"mccarbr01",4662
"Erick Aybar",430947,"aybarer01",4082
"Mike Leake",502190,"leakemi01",10130
"Justin Shafer",596101,"shafeju01",16132
"Matt Szczur",519333,"szczuma01",11255
"Thomas Eshelman",664045,"eshelto01",18361
"Jacob May",594576,"mayja02",14876
"Randy Dobnak",677976,"dobnara01",23798
"Dan Camarena",547176,"camarda01",14467
"Matt Harvey",518774,"harvema01",11713
"Brian Dozier",572821,"doziebr01",9810
"Sam Freeman",518693,"freemsa01",6832
"Colby Rasmus",458675,"rasmuco01",9893
"Tanner Scheppers",489294,"schepta01",10267
"Barrett Astin",592120,"astinba01",14812
"Asdrúbal Cabrera",452678,"cabreas01",4962
"Brooks Brown",453156,"brownbr02",5679
"Casey Kelly",543391,"kellyca01",9174
"Beau Burrows",663366,"burrobe01",18873
"Casey Fien",502272,"fienca01",3926
"Phillip Evans",595943,"evansph01",12950
"Yoshihisa Hirano",673633,"hiranyo01",19756
"Tom Gorzelanny",452733,"gorzeto01",6244
"Josh Collmenter",518567,"collmjo01",7312
"Jake Bauers",641343,"bauerja01",15194
"Kyle Keller",664918,"kelleky01",18890
"Stolmy Pimentel",516935,"pimenst01",6415
"Eury Pérez",516811,"perezeu01",10299
"Chris Herrmann",543302,"herrmch01",9284
"Jerry Vasto",657786,"vastoje01",17126
"Matt Shoemaker",533167,"shoemma01",4776
"Ryan Howard",429667,"howarry01",2154
"Brett Anderson",474463,"anderbr04",8223
"Brandon Cumpton",592238,"cumptbr01",11366
"Glenn Sparkman",642098,"sparkgl01",15200
"Danny Valencia",502143,"valenda01",6364
"Gonzalez Germen",542674,"germego01",5876
"Drew Stubbs",453211,"stubbdr01",9328
"Aaron Thompson",457744,"thompaa01",999
"Christian Friedrich",543184,"friedch01",7942
"Kwang Hyun Kim",547942,"kimkw01",27458
"Tanner Roark",543699,"roarkta01",8753
"Hyun Soo Kim",547957,"kimhy01",18718
"Robinson Leyer",622490,"leyerro01",14399
"Nick Buss",502544,"bussni01",6835
"Randy Rosario",600968,"rosarra01",14508
"Webster Rivas",593590,"rivaswe01",14636
"Blake Swihart",596119,"swihabl01",13176
"Scott Blewett",656240,"blewesc01",16427
"George Kontos",502004,"kontoge01",9486
"Fabio Castillo",503566,"castifa01",2826
"Chris Coghlan",458085,"coghlch01",6878
"Ross Ohlendorf",456027,"ohlenro01",8268
"Juan Jaime",462089,"jaimeju01",6127
"John Jaso",444379,"jasojo01",5887
"Alex Guerrero",648717,"guerral01",15670
"Vidal Nuño",573064,"nunovi01",9674
"A. J. Reed",607223,"reedaj01",16246
"Juniel Querecuto",578570,"quereju01",12140
"Jacob Nix",656798,"nixja02",17775
"Evan White",657108,"whiteev01",20078
"Brandon Beachy",545404,"beachbr01",8851
"Danny Dorn",457760,"dornda01",1050
"Kevin Shackelford",594992,"shackke01",11012
"Destin Hood",543329,"hoodde01",9887
"Brett Nicholas",592592,"nichobr01",11192
"Edgar Ibarra",500891,"ibarred01",5195
"Ryan Goins",572365,"goinsry01",9807
"Héctor Olivera",493343,"olivehe01",17528
"Gabe Klobosits",656620,"kloboga01",19881
"R. J. Alaniz",595798,"alanirj01",10819
"Adonis García",611177,"garciad01",13777
"Dan Slania",592753,"slanida01",15639
"James Pazos",572021,"pazosja01",13323
"Alexei Ramírez",493351,"ramiral03",5133
"Walker Lockett",621141,"lockewa01",13804
"Zach Phillips",452061,"phillza01",99
"Todd Redmond",445170,"redmoto01",9943
"Juan Centeno",518542,"centeju01",7168
"Jackson Williams",519425,"willija01",8524
"Jaycob Brugman",595144,"brugmja01",14936
"Brad Mills",502166,"millsbr02",4420
"Bruce Chen",136600,"chenbr01",769
"Marlon Byrd",407781,"byrdma01",950
"Cody Martin",592533,"martico01",12182
"Mike Broadway",458678,"broadmi01",9894
"Cesar Jimenez",462945,"jimence01",3762
"Chance Adams",664856,"adamsch01",18135
"Kyle Davies",434678,"davieky01",3642
"Caleb Joseph",543376,"josepca01",7087
"Antonio Santos",665733,"santoan02",20383
"Boone Logan",457429,"loganbo02",5525
"Sherten Apostel",665947,"apostsh01",21794
"Severino González",605894,"gonzase01",14697
"David Ross",424325,"rossda01",1551
"Brad Goldberg",643329,"goldbbr01",14776
"Nick Williams",608384,"willini01",14330
"Alex Rios",425567,"riosal01",2090
"Rob Segedin",574847,"segedro01",11446
"Ronny Rodríguez",500135,"rodriro03",11875
"Kevin McCarthy",641838,"mccarke01",15240
"Johan Quezada",629498,"quezajo01",20643
"Greg Deichmann",656364,"deichgr01",19872
"Edward Paredes",487675,"pareded02",4168
"Brandon Bailey",669064,"bailebr01",19582
"Buddy Boshers",542953,"boshebu01",8490
"Franklin Morales",462985,"moralfr01",5088
"Jon Edwards",457754,"edwarjo02",1483
"Carlos Tocci",624636,"toccica01",14558
"Dario Alvarez",516714,"alvarda01",14239
"Aríel Miranda",664641,"miranar01",17526
"Paul Janish",457926,"janispa01",7412
"Mike Tauchman",643565,"tauchmi01",15274
"Matt den Dekker",544925,"dendema01",11385
"Brian Matusz",451085,"matusbr01",2646
"Prince Fielder",425902,"fieldpr01",4613
"Jacob Hannemann",595238,"hanneja01",15644
"José Marmolejos",592530,"marmojo01",15767
"J. P. Howell",434442,"howeljp01",8245
"Rusney Castillo",628329,"castiru02",17016
"Gift Ngoepe",547912,"ngoepgi01",10340
"Daniel Robertson",621002,"roberda10",14145
"Brian Navarreto",640459,"navarbr01",16398
"Jonny Gomes",430404,"gomesjo01",1845
"Justin Ruggiano",448605,"ruggiju01",7620
"Keon Broxton",542979,"broxtke01",9253
"Ryan Meisinger",664682,"meisiry01",18105
