"name","key_mlbam","key_bbref","key_fangraphs"
"Paul Clemens",518560,"clemepa02",8037
"Chad Smith",605477,"smithch09",13604
"Eric Thames",519346,"thameer01",3711
"Bryan Morris",457768,"morribr01",10234
"Colt Hynes",518833,"hynesco01",7560
"Christopher Bostick",607471,"bostich01",13718
"David Buchanan",571527,"buchada01",11176
"Brandon Waddell",663399,"waddebr01",18347
"Chris Shaw",622046,"shawch01",17738
"Anderson Tejeda",660731,"tejedan01",19909
"Jarrod Dyson",502481,"dysonja01",4866
"Addison Russell",608365,"russead02",14106
"Chris Rusin",543734,"rusinch01",9895
"Zack Godley",643327,"godleza01",14862
"Andrew Lambo",518911,"lamboan01",5386
"Andrew Susac",572180,"susacan01",13132
"Sean Gilmartin",543219,"gilmase01",12781
"Shae Simmons",623406,"simmosh01",14200
"Héctor Santiago",502327,"santihe01",4026
"Jerry Blevins",460283,"blevije01",7841
"Erik Goeddel",592340,"goedder01",11712
"Deolis Guerra",500610,"guerrde01",8410
"Tzu-Wei Lin",624407,"lintz02",14678
"Fernando Salas",477569,"salasfe01",4971
"Grégor Blanco",453923,"blancgr01",3123
"Andrew Young",670370,"youngan02",19521
"Grant Balfour",346797,"balfogr01",718
"Nefi Ogando",596331,"ogandne01",12253
"Deivi García",665620,"garcide01",20276
"Alen Hanson",593700,"hansoal01",12926
"Justin Bour",571506,"bourju01",9744
"Kyle Drabek",475138,"drabeky01",4359
"Jake Jewell",657228,"jewelja01",16958
"Javier López",425657,"lopezja02",1663
"Nick Greenwood",572889,"greenni02",8182
"Blake Trahan",664167,"trahabl01",17588
"Carson Smith",605476,"smithca02",13172
"Chase d'Arnaud",488818,"darnach01",6652
"Brett Eibner",518649,"eibnebr01",11369
"Pedro Villarreal",543881,"villape01",9904
"Stefen Romero",552662,"romerst01",11746
"John Curtiss",595928,"curtijo02",16128
"Matt Cain",430912,"cainma01",4732
"Luis Sardinas",596143,"sardilu01",13153
"Antonio Bastardo",455374,"bastaan01",8844
"Jason Wheeler",605528,"wheelja01",13128
"Alex Wimmers",592872,"wimmeal01",11394
"Josh Tomlin",458708,"tomlijo01",9388
"René Rivera",425784,"riverre01",3648
"Jason Frasor",430630,"frasoja01",1906
"Brandon Leibrandt",605335,"leibrbr01",16135
"Raudy Read",600466,"readra01",15766
"Jake Smolinski",519295,"smolija01",5408
"Todd Frazier",453943,"frazito01",785
"Nolan Fontana",545337,"fontano01",13267
"Blake Wood",502028,"woodbl01",1345
"Justin De Fratus",518603,"defraju01",4955
"Taylor Featherston",605227,"feathta01",12590
"Donn Roach",543698,"roachdo01",10620
"Yoenis Céspedes",493316,"cespeyo01",13110
"Hyeon-jong Yang",660365,"yanghy01",27513
"Dario Agrazal",642607,"agrazda01",15821
"Brett Wallace",477165,"wallabr01",8434
"Curtis Partch",489197,"partccu01",1333
"Chris O'Grady",622217,"ogradch01",13818
"Joe Colon",571572,"colonjo01",4920
"Bronson Arroyo",276520,"arroybr01",978
"Kyle Kendrick",452718,"kendrky01",6230
"Jae-gyun Hwang",666561,"hwangja01",19369
"Alex McRae",656725,"mcraeal01",16317
"Mac Sceroler",669135,"sceroma01",22218
"Nick Burdi",595897,"burdini01",16074
"Jeff Mathis",425772,"mathije01",3448
"Kohl Stewart",640464,"stewako01",15502
"Ryan Lollis",489067,"lolliry01",6623
"Bobby Parnell",458730,"parnebo01",9926
"Rogelio Armenteros",660494,"armenro01",17679
"Madison Younginer",572283,"youngma03",10636
"Everett Teaford",501870,"teafoev01",3732
"Jason Vargas",450306,"vargaja01",8044
"Jhonny Peralta",425509,"peraljh01",1738
"Will Harris",501789,"harriwi10",3192
"Alejandro De Aza",457477,"deazaal01",3371
"Keone Kela",605309,"kelake01",14696
"Thyago Vieira",600986,"vieirth01",14510
"Jack Leathersich",605333,"leathja01",12562
"Wil Nieves",408242,"nievewi01",1556
"Michael McKenry",502374,"mckenmi01",9628
"Joe Ross",605452,"rossjo01",12972
"José Rodríguez",642578,"rodrijo07",17860
"Akeel Morris",592570,"morriak01",12185
"Justin Masterson",475416,"masteju01",2038
"Corban Joseph",543377,"josepco01",5503
"Jose Lobatón",446653,"lobatjo01",4243
"Dan Runzler",502130,"runzlda01",4080
"Desmond Jennings",457775,"jennide01",1965
"Williams Pérez",554234,"perezwi01",11592
"Burke Badenhop",488674,"badenbu01",9736
"Kevan Smith",607345,"smithke04",12284
"Miguel Almonte",602083,"almonmi01",14139
"Jason Martin",641829,"martija03",16429
"Dusty Coleman",543038,"colemdu01",8979
"Seth Romero",656913,"romerse01",21333
"Robby Scott",582494,"scottro02",13042
"Chien-Ming Wang",425426,"wangch01",2074
"Braden Bishop",623323,"bishobr01",17806
"Warwick Saupold",599683,"saupowa01",13211
"Derek Holland",502706,"hollade01",4141
"Michael Roth",607706,"rothmi01",13736
"Taylor Hill",592398,"hillta01",12515
"David Murphy",461815,"murphda07",6035
"Travis Bergen",664157,"bergetr01",18581
"Anthony Varvaro",460008,"varvaan01",2385
"Ryan Raburn",430605,"raburry01",2218
"Nick Ramirez",598286,"ramirni01",12575
"Evan Marshall",605359,"marshev01",12297
"Tyler Holt",534627,"holtty01",11391
"Rob Rasmussen",519169,"rasmuro01",11250
"Ryan O'Rourke",594951,"orourry01",10976
"Tony Zych",543964,"zychto01",12876
"Drew Butera",460077,"buterdr01",3411
"Junior Lake",516809,"lakeju01",4672
"Kyle Kubitza",605323,"kubitky01",12148
"Phil Coke",457435,"cokeph01",5535
"J. C. Ramírez",500724,"ramirjc01",8302
"Jonathon Niese",477003,"niesejo01",4424
"Brandon Workman",519443,"workmbr01",11428
"Zach Vincej",572227,"vinceza01",13269
"Eric Stamets",608715,"stameer01",13795
"Ryan Zimmerman",475582,"zimmery01",4220
"Michael Reed",605439,"reedmi02",13228
"Ariel Hernández",554374,"hernaar01",15603
"Randall Delgado",517414,"delgara01",5985
"Brady Lail",621078,"lailbr01",14707
"Luis Santos",608601,"santolu01",15006
"Ben Braymer",664069,"braymbe01",20175
"Tyler Wilson",592869,"wilsoty01",12691
"Mike Hauschild",623434,"hauscmi01",14033
"Lucas Duda",446263,"dudalu01",2502
"Yhonathan Barrios",553872,"barriyh01",11166
"Jason Hammel",434628,"hammeja01",4538
"Zac Grotz",665093,"grotzza01",18256
"Wilfredo Boscan",517448,"boscawi01",7655
"Matt Tuiasosopo",449168,"tuiasma01",8272
"Marcos Mateo",456496,"mateoma01",6869
"Mike Gerber",595222,"gerbemi01",16115
"Tim Hudson",218596,"hudsoti01",921
"Colton Welker",666213,"welkeco01",19961
"Jefry Marte",527043,"marteje01",5107
"Jared Oliva",666931,"olivaja01",19968
"Chris Iannetta",455104,"iannech01",8267
"Michael Bourn",456422,"bournmi01",6387
"Max Povse",605428,"povsema01",16165
"Seth Smith",452234,"smithse01",7331
"Dillon Maples",596027,"mapledi01",14672
"Danny Salazar",517593,"salazda01",5867
"Cameron Rupp",519237,"ruppca01",11146
"Yovani Gallardo",451596,"gallayo01",8173
"John Cornely",607405,"cornejo01",12364
"Cody Wilson",680963,"wilsoco01",24671
"Nate Jones",518858,"jonesna01",4696
"Justin Marks",476123,"marksju01",10265
"Reid Brignac",458582,"brignre01",8380
"Carlos Sanabria",656004,"sanabca01",16634
"Yordano Ventura",570649,"ventuyo01",11855
"Domingo Santana",570267,"santado01",10348
"Alex Rodriguez",121347,"rodrial01",1274
"Josh Osich",592612,"osichjo01",11528
"Scott Heineman",595981,"heinesc01",14453
"Jahmai Jones",663330,"jonesja08",18872
"J. R. Graham",543242,"grahajr01",12042
"Jaime García",448802,"garcija02",8137
"Brett Oberholtzer",519085,"oberhbr01",3855
"Jordan Walden",477229,"waldejo01",3271
"Jacob Nottingham",641924,"nottija01",16448
"Carlos Villanueva",453646,"villaca01",4138
"Keith Hessler",594857,"hesslke01",12220
"Neal Cotts",425840,"cottsne01",1797
"Joel Peralta",407908,"peraljo01",2332
"Alberto Baldonado",593604,"baldoal01",11812
"Brett Graves",605255,"gravebr01",16218
"Cameron Maybin",457727,"maybica01",5223
"Josh Hamilton",285078,"hamiljo03",1875
"Pedro Payano",622797,"payanpe01",18313
"Kyle Blanks",452035,"blankky01",49
"Pedro Beato",474039,"beatope01",1330
"Chris Young",432934,"youngch03",3196
"Luke Gregerson",502381,"gregelu01",4090
"Logan Kensing",434137,"kensilo01",6166
"Ryan LaMarre",534606,"lamarry01",10700
"Darrell Ceciliani",571553,"cecilda01",9954
"Welington Castillo",456078,"castiwe01",3256
"Buddy Baumann",571473,"baumabu01",9309
"Conor Mullee",571969,"mulleco01",11580
"Dalier Hinojosa",648737,"hinojda01",15671
"Mark Trumbo",444432,"trumbma01",6876
"Cory Mazzoni",543508,"mazzoco01",12537
"Blake Cederlind",664977,"cederbl01",20344
"Blake Parker",453284,"parkebl01",5224
"Dariel Álvarez",645848,"alvarda02",15580
"Luis Avilán",501593,"avilalu01",2882
"Kelby Tomlinson",605509,"tomlike01",13005
"Cliff Pennington",460060,"pennicl01",3395
"Guido Knudson",605317,"knudsgu01",12669
"Jeremy Hellickson",476451,"hellije01",4371
"Willie Bloomquist",217100,"bloomwi01",1066
"Ryan Court",606956,"courtry01",12268
"Cameron Perkins",573088,"perkica01",13444
"Shawn O'Malley",502523,"omallsh01",9629
"Dustin Ackley",554429,"ackledu01",10099
"Darin Mastroianni",518991,"mastrda01",7316
"Eric Sogard",519299,"sogarer01",7927
"Jon Singleton",572138,"singljo02",10441
"Tyler Pill",543652,"pillty01",12751
"Isaac Mattson",676755,"mattsis01",20385
"José Peraza",606299,"perazjo01",13593
"Mickey Jannis",595263,"jannimi01",11071
"Chris Heisey",502317,"heisech01",3978
"José Bautista",430832,"bautijo02",1887
"J. B. Bukauskas",656266,"bukaujb01",20491
"Kyle Cody",621129,"codyky01",19686
"Martín Prado",445988,"pradoma01",3312
"Paco Rodríguez",572089,"rodrist02",13398
"Toru Murata",538506,"muratto01",11652
"Mark Reynolds",448602,"reynoma01",7619
"Tim Lopes",621005,"lopesti01",14137
"Daniel Palka",594953,"palkada01",14897
"Vin Mazzaro",476570,"mazzavi01",5231
"Danny Farquhar",543144,"farquda01",8501
"Homer Bailey",456701,"baileho02",8362
"Daniel Zamora",623354,"zamorda01",17811
"Andrew Faulkner",605226,"faulkan01",12982
"Wade Davis",451584,"daviswa01",7441
"Brett Cecil",446399,"cecilbr01",2660
"Ian Desmond",435622,"desmoia01",6885
"Yohan Flande",456071,"flandyo01",5057
"Mitch Walding",605520,"waldimi01",13006
"Nick Kingham",592468,"kinghni01",11694
"Brett Kennedy",664028,"kennebr02",17877
"Matt Albers",458006,"alberma01",4300
"Yadiel Rivera",592680,"riverya01",11863
"Francisco Rodríguez",408061,"rodrifr03",1642
"Gregorio Petit",463610,"petitgr01",3812
"Steven Tolleson",476270,"tollest01",4450
"Marco Hernández",593523,"hernama02",13154
"Frank Herrmann",497807,"herrmfr01",7960
"Sal Romano",607219,"romansa01",13690
"Franklin Barreto",620439,"barrefr02",15519
"Michael Mariot",592527,"mariomi01",10835
"Troy Stokes",657011,"stoketr01",17478
"Edward Mujica",465629,"mujiced01",3970
"Brent Honeywell",641703,"honeybr01",16466
"Leonys Martín",547982,"martile01",11846
"Eduardo Núñez",456488,"nunezed02",6848
"Ricky Nolasco",445060,"nolasri01",3830
"Cesar Cabral",501627,"cabrace01",6741
"Neil Ramírez",519166,"ramirne01",7677
"Chris Denorfia",456121,"denorch01",4400
"Adrián González",408236,"gonzaad01",1908
"Mitch Moreland",519048,"morelmi01",3086
"Abiatal Avelino",623214,"aveliab01",15496
"Alejandro Chacin",591701,"chacial01",13530
"Ryan Lavarnway",543432,"lavarry01",8879
"Doug Fister",450729,"fistedo01",9425
"Nivaldo Rodriguez",670550,"rodrini01",22449
"Daniel Ponce de Leon",594965,"ponceda01",16110
"Tyler Flowers",452095,"flowety01",9134
"Chaz Roe",475054,"roech01",9866
"Mike Shawaryn",642067,"shawami01",19495
"Angel Nesbitt",553970,"nesbian01",13415
"Blaine Boyer",430641,"boyerbl01",2237
"Colby Lewis",407890,"lewisco01",1259
"Jonny Venters",458924,"ventejo01",7175
"Brad Peacock",502748,"peacobr01",5401
"Jeff Manship",453249,"manshje01",6865
"Ángel Pagán",434636,"paganan01",2918
"Travis Snider",501983,"snidetr01",2830
"Tyler White",643603,"whitety01",15564
"Josh Ravin",502051,"ravinjo01",2951
"Shea Spitzbarth",665661,"spitzsh01",18475
"Nick Anderson",623433,"anderni01",18337
"Trevor Rosenthal",572096,"rosentr01",10745
"Wilkin Castillo",446868,"castiwi01",5124
"Jeff Locke",502046,"lockeje01",2929
"Mark Teixeira",407893,"teixema01",1281
"Nick Martini",605361,"martini02",12005
"Ronald Torreyes",591720,"torrero01",11400
"Erik Johnson",605304,"johnser04",12520
"Byung Ho Park",666560,"parkby01",18497
"Mike Baxter",488689,"baxtemi01",4464
"Jimmy Paredes",517370,"paredji01",5481
"Nick Heath",670084,"heathni01",19577
"John Lamb",543424,"lambjo02",8493
"Rafael Bautista",622441,"bautira01",15769
"Josh Thole",489365,"tholejo01",9689
"Tyler Cloyd",543031,"cloydty01",8536
"Ryan McBroom",643436,"mcbrory01",16524
"Jesse Biddle",592145,"biddlje01",11437
"Omar Infante",408299,"infanom01",1609
"Bubba Starling",605490,"starlbu01",13356
"Jim Adduci",451192,"adducji02",6448
"Kyle Zimmer",622092,"zimmeky01",14169
"Jesus Montero",524968,"monteje01",5514
"Brett Bochy",594762,"bochybr02",11867
"Matt Skole",605474,"skolema01",12119
"Slade Heathcott",571761,"heathsl01",10336
"Yangervis Solarte",500208,"solarya01",5352
"Engelb Vielma",622713,"vielmen01",15481
"Jimmy Cordero",622772,"cordeji01",15690
"Jordany Valdespin",518170,"valdejo02",5098
"Gerardo Parra",467827,"parrage01",8553
"Jordan Yamamoto",657141,"yamamjo01",17585
"Alex Presley",502100,"preslal01",5305
"Trevor Bauer",545333,"bauertr01",12703
"Mallex Smith",605480,"smithma05",13608
"Christian Villanueva",570799,"villach01",11738
"Cody Ponce",664074,"ponceco01",17920
"Johnny Barbato",592127,"barbajo01",11440
"Yusmeiro Petit",433589,"petityu01",4020
"Tyler Ladendorf",502285,"ladenty01",3211
"Félix Peña",570240,"penafe01",13403
"Jared Hughes",453172,"hugheja02",9325
"Daniel Fields",571665,"fieldda01",10390
"Colten Brewer",605155,"breweco01",12997
"Chase Bradford",607473,"bradfch02",12452
"Rey Navarro",519071,"navarre01",6008
"Rafael Marchan",665561,"marchra01",21646
"Nick Noonan",519082,"noonani01",6880
"Dayan Díaz",500765,"diazda01",11543
"Drew Anderson",623454,"anderdr02",15130
"Daniel Descalso",518614,"descada01",8392
"Reed Johnson",407862,"johnsre02",1702
"Nick Markakis",455976,"markani01",5930
"Josh Reddick",502210,"reddijo01",3892
"Francisco Liriano",434538,"liriafr01",3201
"Nick Tropeano",607374,"tropeni01",12385
"Shane Carle",641438,"carlesh01",15258
"Dellin Betances",476454,"betande01",6216
"Rob Wooten",543942,"wootero01",8532
"Burch Smith",572143,"smithbu03",12784
"Matt Grace",594840,"gracema02",11449
"Brett Lawrie",543434,"lawribr01",5247
"Geoff Hartlieb",664129,"hartlge01",19558
"Riley Smith",642092,"smithri01",19826
"Austin Maddox",545348,"maddoau01",14241
"Taylor Williams",592865,"willita01",14899
"Chris Carter",474892,"cartech02",9911
"Logan Forsythe",523253,"forsylo01",7185
"Luís Madero",650347,"maderlu01",20399
"Marc Krauss",571868,"krausma01",7577
"Yonder Alonso",475174,"alonsyo01",2530
"Miguel Gómez",622497,"gomezmi01",17075
"Hector Perez",660431,"perezhe02",18592
"Harrison Musgrave",643466,"musgrha01",16532
"Robert Stock",476594,"stockro01",6576
"Jeremy Guthrie",425386,"guthrje01",2072
"Dan Altavilla",656186,"altavda01",16507
"James Marvel",621086,"marveja01",19675
"Matt Buschmann",501936,"buschma01",3832
"Ryan Buchter",488748,"buchtry01",9456
"Miguel Socolovich",462515,"socolmi01",6697
"Mike Dunn",445197,"dunnmi01",9948
"Carlos Asuaje",641319,"asuajca01",15197
"Munenori Kawasaki",493128,"kawasmu01",13047
"Ben Meyer",656738,"meyerbe02",18854
"David Huff",453307,"huffda01",4257
"James Sherfy",642073,"sherfji01",15118
"Kevin Cron",605196,"cronke01",16211
"Aaron Altherr",571437,"altheaa01",11270
"Jean Machi",466948,"machije01",3220
"Pat Valaika",642162,"valaipa01",14885
"Stephen Tarpley",605501,"tarplst01",15859
"Robbie Ross",543726,"rossro01",6819
"Justin Maxwell",452239,"maxweju01",6827
"Elvis Luciano",672773,"luciael01",20632
"Jonathan Papelbon",449097,"papeljo01",5975
"Heath Fillmyer",641571,"fillmhe01",17466
"Andrew Moore",621058,"moorean02",17553
"Koji Uehara",493157,"ueharko01",9227
"Yacksel Ríos",605441,"riosya01",15007
"Jason Kipnis",543401,"kipnija01",9776
"Gabriel Moya",622382,"moyaga01",16348
"Tim Collins",525768,"colliti01",3164
"Gregory Polanco",570256,"polangr01",12907
"Eric O'Flaherty",447714,"oflaher01",5746
"Cole Figueroa",502676,"figueco01",8790
"Seth Maness",595307,"manesse01",12235
"Josh Taylor",657031,"taylojo02",17359
"Cory Gearrin",518715,"gearrco01",7947
"Joey Butler",542994,"butlejo04",7799
"Kyle Waldrop",592835,"waldrky02",11402
"Shane Victorino",425664,"victosh01",1677
"Tony Cingrani",571561,"cingrto01",12555
"Brad Wieck",623364,"wieckbr01",16390
"Mike Fiers",571666,"fiersmi01",7754
"Daniel Wright",642229,"wrighda04",15179
"Joe Hudson",621529,"hudsojo03",14412
"Sherman Johnson",582473,"johnssh01",13906
"Reggie McClain",596035,"mcclare01",19311
"Skip Schumaker",435401,"schumsk01",3704
"Andrew Suárez",605498,"suarean01",18300
"Darien Núñez",628345,"nunezda01",21197
"José Domínguez",523848,"dominjo01",11571
"Ryan Kalish",501888,"kalisry01",6962
"James Shields",448306,"shielja02",7059
"Eddie Butler",572750,"butleed01",13453
"Dietrich Enns",608650,"ennsdi01",13932
"Dwight Smith",596105,"smithdw02",13473
"Giovanni Soto",543803,"sotogi01",10330
"Eric Skoglund",607215,"skogler01",16155
"Josh Smoker",519294,"smokejo01",10285
"Yasiel Puig",624577,"puigya01",14225
"Deivy Grullón",620453,"grullde01",15988
"Johnny Monell",476192,"moneljo01",2783
"Louis Coleman",488786,"colemlo01",9720
"Mark Lowe",450275,"lowema01",7416
"Boog Powell",621471,"powelbo02",15103
"Curtis Granderson",434158,"grandcu01",4747
"James Paxton",572020,"paxtoja01",11828
"Sandy Báez",622783,"baezsa01",17754
"Hunter Owen",670462,"owenhu01",20034
"Jett Bandy",542908,"bandyje01",12508
"Jonathan Stiever",680692,"stievjo01",24584
"Kyle Lloyd",643414,"lloydky01",15378
"Nick Tepesch",519344,"tepesni01",11716
"Jeremy Affeldt",346793,"affelje01",583
"Ronald Belisario",430613,"belisro01",2203
"Ernesto Frieri",457117,"frierer01",5178
"Jason Coats",605183,"coatsja01",14282
"Ed Easley",446225,"easleed01",2487
"Michael Martinez",492841,"martimi02",7358
"Barry Zito",217096,"zitoba01",944
"Hank Conger",474233,"congeha01",2505
"Robel García",596825,"garciro02",13167
"Tony Watson",453265,"watsoto01",3132
"Joe Thatcher",491159,"thatcjo01",4620
"Ike Davis",477195,"davisik02",8433
"Ramón Flores",570717,"florera02",11165
"Luke Hochevar",460024,"hochelu01",6943
"Logan Ondrusek",446185,"ondrulo01",3677
"Dana Eveland",445968,"evelada01",5508
"Jacob Robson",615699,"robsoja01",19528
"Edwin Encarnación",429665,"encared01",2151
"Jacob Rhame",642008,"rhameja01",15267
"Dean Anna",542883,"annade01",8353
"Xavier Scruggs",489305,"scrugxa01",7409
"Miguel González",456068,"gonzami03",7024
"Chad Bell",518445,"bellch02",10297
"Fernando Romero",622864,"romerfe01",15885
"John Axford",446099,"axforjo01",9059
"Austin Adams",542866,"adamsau01",7411
"Stephen Drew",452220,"drewst01",4251
"Jake Peavy",408241,"peavyja01",1051
"Dioner Navarro",425900,"navardi01",3179
"Andrew Miller",453192,"millean01",6785
"Jenrry Mejia",516769,"mejiaje01",8476
"Matt Harrison",457448,"harrima01",5551
"Evan Gattis",594828,"gattiev01",11003
"Alex Torres",456776,"torreal01",7038
"Adam Wilk",573244,"wilkad01",8421
"Dan Haren",429717,"harenda01",1757
"Mat Latos",502009,"latosma01",3815
"Scott Kazmir",431148,"kazmisc01",4897
"Andy Burns",542992,"burnsan01",12779
"Tomás Telis",542513,"telisto01",10067
"Carson Fulmer",608334,"fulmeca01",18311
"Ichiro Suzuki",400085,"suzukic01",1101
"Anthony Recker",489232,"reckean01",4063
"Lane Adams",572669,"adamsla01",10767
"Steven Baron",571467,"baronst01",9787
"Jake Elmore",518653,"elmorja01",7290
"Carlos Contreras",542266,"contrca01",10386
"Erik Cordier",449170,"cordier01",4086
"Nick Dini",664926,"dinini01",18206
"Jesen Therrien",592279,"dygesje01",15853
"Jason Hursh",592422,"hurshja01",14914
"José Reyes",408314,"reyesjo01",1736
"Scott Copeland",571577,"copelsc01",10706
"Joe Panik",605412,"panikjo01",11936
"Kyle Jensen",571812,"jenseky01",7706
"Zach McAllister",502083,"mcallza01",2895
"André Rienzo",516589,"rienzan01",3507
"Dovydas Neverauskas",596720,"neverdo01",11604
"Steve Clevenger",502182,"clevest01",9542
"A. J. Morris",571963,"morriaj01",9919
"Tyler Moore",489138,"moorety01",7244
"Jonathan Herrera",468406,"herrejo03",4182
"Ryan Flaherty",475247,"flahery01",7888
"A. J. Burnett",150359,"burnea.01",512
"Rafael Martín",514669,"martira04",10258
"Dan Johnson",430681,"johnsda06",2167
"Bo Schultz",544759,"schulbo02",5028
"Chad Jenkins",554432,"jenkich01",10326
"Nick Delmonico",547170,"delmoni01",13157
"Zack Burdi",641420,"burdiza01",19159
"Jason Motte",435400,"motteja01",5861
"Jay Flaa",664852,"flaaja01",18140
"Ray Black",605143,"blackra01",14244
"Tyler Saladino",573135,"saladty01",10807
"Francisco Cervelli",465041,"cervefr01",5275
"Chris Stewart",455755,"stewach01",3878
"Hunter Cervenka",543017,"cervehu01",10510
"Gerald Laird",408042,"lairdge01",1698
"Drew Robinson",592685,"robindr01",11761
"Kevin Kaczmarski",664842,"kaczmke01",18146
"Ryan Brett",592166,"brettry01",12138
"Scott Baker",435044,"bakersc02",6176
"Brett Gardner",458731,"gardnbr01",9927
"Sterling Sharp",643532,"sharpst01",19671
"Kendrys Morales",434778,"moralke01",8610
"Cristhian Adames",542436,"adamecr01",6013
"Justin Anderson",605121,"anderju01",16201
"Adam LaRoche",425560,"larocad01",1904
"Blake Smith",544930,"smithbl01",9780
"Michael Choice",574831,"choicmi01",11376
"Chris Narveson",429780,"narvech01",2141
"David Hale",571735,"haleda02",9756
"Raúl Alcántara",593417,"alcanra01",12790
"Kenta Maeda",628317,"maedake01",18498
"Javy Guerra",457915,"guerrja01",7407
"Josh Phegley",572033,"phegljo01",9308
"Kris Medlen",450665,"medlekr01",9417
"Bryce Brentz",518490,"brentbr01",10607
"Yasmany Tomás",630111,"tomasya01",17171
"Chris Young",455759,"youngch04",3882
"L. J. Hoes",543321,"hoeslj01",6656
"Kyle Dohy",675971,"dohyky01",20334
"Dilson Herrera",599096,"herredi01",14335
"Jorge Bonifacio",593528,"bonifjo01",12174
"Michael Blazek",518468,"blazemi01",9654
"Matt Marksberry",621408,"marksma01",15089
"Tony Sanchez",506997,"sanchto01",6178
"Chris Davis",448801,"davisch02",9272
"Daniel Johnson",669288,"johnsda07",19643
"Carlos Frías",516910,"friasca01",3547
"Marco Estrada",462136,"estrama01",1118
"Kyle McGowin",641851,"mcgowky01",15071
"Steven Moya",570615,"moyast01",11854
"Jemile Weeks",457789,"weeksje01",2498
"John Andreoli",607430,"andrejo03",13012
"Tyler Zuber",676604,"zuberty01",20379
"Nick Hundley",460026,"hundlni01",3376
"Dalton Pompey",592647,"pompeda01",12797
"Anthony Swarzak",461872,"swarzan01",7466
"Adonis Rosa",650738,"rosaad01",17942
"Alexi Ogando",468396,"ogandal01",10261
"Jairo Díaz",545064,"diazja01",12774
"Ty Buttrey",621142,"buttrty01",14719
"R. A. Dickey",285079,"dicker.01",1245
"Wander Suero",593833,"suerowa01",15855
"Carlos Beltrán",136860,"beltrca01",589
"A. J. Griffin",456167,"griffaj01",11132
"Ali Sánchez",645305,"sanchal04",18551
"Alex De Goti",621008,"degotal01",19477
"Billy Butler",456714,"butlebi03",7399
"Michael Tonkin",543859,"tonkimi01",10315
"Alfredo Marte",501245,"marteal01",5212
"Bryan Mitchell",571951,"mitchbr01",11479
"Johnny Davis",643275,"davisjo06",15830
"Andrew Bailey",457732,"bailean01",1368
"Johnny Giavotella",543213,"giavojo01",6740
"Mike Olt",592609,"oltmi01",10698
"Erik Kratz",456124,"kratzer01",4403
"Jung Ho Kang",628356,"kangju01",17182
"Zach Granite",643335,"graniza01",15343
"Chris Volstad",458690,"volstch01",9901
"Carlos Gómez",460576,"gomezca01",4881
"Jamie Romak",457449,"romakja01",5552
"Esmil Rogers",469134,"rogeres01",6317
"Taylor Gushue",656494,"gushuta01",16098
"Chase Utley",400284,"utleych01",1679
"Ramiro Pena",455369,"penara02",8841
"Juan Uribe",346874,"uribeju01",454
"Matt Holliday",407812,"hollima01",1873
"Wei-Chung Wang",623913,"wangwe01",14382
"Jordan Jankowski",543357,"jankojo01",13313
"Dan Straily",573185,"straida01",9460
"David Lough",518953,"loughda01",7215
"Randy Choate",329092,"choatra01",813
"Charlie Furbush",518703,"furbuch01",1370
"Richie Shaffer",572128,"shaffri01",13271
"Edinson Volquez",450172,"volqued01",3990
"Tyler Ivey",663959,"iveyty01",20237
"Adam Eaton",594809,"eatonad02",11205
"Nik Turley",543867,"turleni01",5530
"Jeremy Bleich",542946,"bleicje01",9069
"Clayton Richard",453385,"richacl01",3551
"LaTroy Hawkins",115629,"hawkila01",729
"Anthony Ranaudo",519168,"ranauan01",11424
"Trey Wingenter",622259,"wingetr01",17793
